report_date,local_today,crawl_time_local,screen_index,scroll_top,scroll_height,client_height,image_path,ocr_json,ocr_txt,ocr_joined_text
2026-06-02,2026-06-02,2026-06-02 18:06:03,0,0,35862,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_000.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_000.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_000.txt,珠江 | 广东 | 西枝江 | 白盆珠 | 06-0208:00 | 67.16 | 0.04 | 珠江 | 广东 | 二渡河 | 上板桥 | 06-0208:00 | 266.12 | 0.03 | 珠江 | 广东 | 东江 | 七水库 | 06-02 08:00 | 80.2 | 0.09 | 珠江 | 广东 | 东江 | 红花湖 | 06-0208:00 | 53.32 | 珠江 | 广东 | 黄沙水 | 同沙 | 06-0208:00 | 15.78 | -0.12 | 珠江 | 广东 | 横岭水 | 鸡心石 | 06-0208:00 | 46.75 | -0.05 | 珠江 | 广东 | 稿树下水 | 稿树下 | 06-02 08:00 | 56.87 | -0.01 | 珠江 | 广东 | 里波水 | 联和 | 06-0208:00 | 48.8 | 珠江 | 广东 | 增江 | 天堂山 | 06-02 08:00 | 135.06 | 0.06 | 流溪河 | 广东 | 流溪河 | 流溪河 | 06-0208:00 | 224.24 | 0.02 | 流溪河 | 广东 | 天湖水库水 | 天湖 | 06-02 08:00 | 229.71 | 0.01 | 流溪河 | 广东 | 沙坑 | 和龙 | 06-0208:00 | 34.78 | -0.02 | 珠江 | 广东 | 沙河 | 显岗 | 06-0208:00 | 20.75 | -0.09 | 流溪河 | 广东 | 流溪河 | 黄龙带 | 06-0208:00 | 161.51 | 0.03 | 珠江 | 广东 | 茅洲河 | 罗田 | 05-21 08:00 | 30.95 | 0.1 | 珠江 | 广东 | 西乡水 | 铁岗 | 05-2108:00 | 23.05 | 0.23 | 珠江 | 广东 | 南头河 | 西沥 | 01-2108:00 | 27.34 | 珠江 | 广东 | 深圳水 | 深圳 | 06-0208:00 | 27.4 | -0.31 | 珠江 | 广东 | 新洲河 | 梅林 | 06-0208:00 | 49.68 | -0.01 | 珠江 | 广东 | 龙岗河 | 松子坑 | 06-02 08:00 | 58.45 | 0.03 | 珠江 | 广东 | 莲塘水 | 宝鸭仔 | 06-02 08:00 | 32.21 | -0.04 | 珠江 | 广东 | 沙坪水 | 四堡 | 06-02 08:00 | 64.72 | 珠江 | 广东 | 小隐涌 | 长江 | 06-02 08:00 | 23.95 | 珠江 | 广东 | 潭江 | 锦江 | 06-0208:00 | 91.06 | -0.13 | 珠江 | 广东 | 鹤洲水 | 大沙河 | 06-02 08:00 | 32.33 | -0.05
2026-06-02,2026-06-02,2026-06-02 18:06:03,1,763,35022,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_001.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_001.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_001.txt,珠江 | 广东 | 镇海水 | 镇海 | 06-0208:00 | 24.22 | -0.07 | 珠江 | 广东 | 大镜山溪 | 大镜山 | 06-02 08:00 | 16.51 | -0.03 | 韩江 | 广东 | 五华河 | 益塘 | 06-0208:00 | 145.82 | -0.1 | 韩江 | 广东 | 和山河 | 和山岩 | 06-02 08:00 | 151.63 | 0.03 | 韩江 | 福建 | 汀江 | 棉花滩水库 | 06-0208:00 | 163.49 | -0.07 | 韩江 | 广东 | 汀江 | 青溪 | 06-02 08:00 | 71.07 | 0.65 | 韩江 | 广东 | 程江 | 梅西 | 06-0208:00 | 164.31 | -0.13 | 韩江 | 广东 | 凤凰溪 | 凤溪 | 06-02 08:00 | 414.11 | -0.39 | 粤东沿海诸河 | 广东 | 五经富水 | 龙颈（上） | 06-0208:00 | 88.12 | -0.2 | 粤东沿海诸河 | 广东 | 五经富水 | 龙颈(下) | 06-02 08:00 | 53.29 | 粤东沿海诸河 | 广东 | 小龙溪 | 小龙溪 | 06-0208:00 | 50.66 | -0.08 | 粤东沿海诸河 | 广东 | 龙溪水 | 龙溪一级 | 06-02 08:00 | 172.23 | -0.15 | 粤东沿海诸河 | 广东 | 龙溪水 | 龙溪二级 | 06-0208:00 | 55.37 | -0.21 | 粤东沿海诸河 | 广东 | 锣鼓水 | 红场 | 06-02 08:00 | 242.81 | 0.02 | 粤东沿海诸河 | 广东 | 金溪河 | 上金溪 | 06-0208:00 | 84.22 | -0.1 | 粤东沿海诸河 | 广东 | 三坑溪 | 上三坑 | 06-0208:00 | 157.85 | 0.05 | 粤东沿海诸河 | 广东 | 练江 | 白沙溪 | 06-0208:00 | 364 | -0.04 | 粤东沿海诸河 | 广东 | 雷岭河 | 镇北 | 06-02 08:00 | 43.96 | 粤东沿海诸河 | 广东 | 雷岭河 | 蜈蚣岭 | 06-0208:00 | 44.61 | -0.04 | 粤东沿海诸河 | 广东 | 黄江 | 朝面山 | 06-02 08:00 | 200.64 | -0.07 | 粤东沿海诸河 | 广东 | 横江水 | 横江 | 06-0208:00 | 64.5 | -0.02 | 粤东沿海诸河 | 广东 | 练江 | 汤坑 | 06-02 08:00 | 44.25 | -0.2 | 粤东沿海诸河 | 广东 | 练江 | 秋风岭 | 06-0208:00 | 33.18 | -0.09 | 粤东沿海诸河 | 广东 | 龙江 | 龙潭 | 06-0208:00 | 64.87 | -0.12 | 粤东沿海诸河 | 广东 | 罗溪 | 石榴潭 | 06-0208:00 | 33.85 | -0.02
2026-06-02,2026-06-02,2026-06-02 18:06:03,2,1526,34147,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_002.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_002.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_002.txt,粤东沿海诸河 | 广东 | 黄江 | 公平 | 06-0208:00 | 13.87 | -0.06 | 粤东沿海诸河 | 广东 | 大液河 | 黄山洞 | 06-0208:00 | 48.94 | 粤东沿海诸河 | 广东 | 新西河 | 新西河 | 06-02 08:00 | 34.44 | -0.01 | 珠江 | 广东 | 大隆洞河 | 大隆洞 | 06-0208:00 | 28.64 | -0.04 | 鉴江 | 广东 | 小水河 | 高城 | 06-0208:00 | 130.61 | -0.1 | 鉴江 | 广东 | 六雅河 | 尚文 | 06-02 08:00 | 104.98 | -0.02 | 鉴江 | 广东 | 大井河 | 良德水库(大坝） | 06-0208:00 | 82.38 | -0.02 | 鉴江 | 广东 | 庙背水 | 罗坑 | 06-0208:00 | 109.64 | -0.06 | 鉴江 | 广东 | 袂花江 | 黄沙 | 06-02 08:00 | 113.55 | -0.06 | 粤西沿海诸河 | 广东 | 东运河 | 西湖 | 06-0208:00 | 12.26 | -0.04 | 粤西沿海诸河 | 广东 | 龙门河 | 龙门 | 06-02 08:00 | 53.66 | -0.03 | 粤西沿海诸河 | 广东 | 大水桥河 | 大水桥 | 06-0208:00 | 54.76 | -0.04 | 粤西沿海诸河 | 广东 | 九洲江 | 鹤地水库(大坝） | 06-02 08:00 | 35.72 | -0.02 | 粤西沿海诸河 | 广东 | 武陵河 | 武陵 | 06-0208:00 | 34.58 | -0.01 | 粤西沿海诸河 | 广东 | 沙铲河 | 岭背下 | 06-0208:00 | 39.58 | -0.01 | 粤西沿海诸河 | 广东 | 沙铲河 | 仙人域 | 06-0208:00 | 34.78 | 0.17 | 珠江 | 广东 | 漠阳江 | 北河 | 06-0208:00 | 84.76 | -0.08 | 珠江 | 广东 | 那龙河 | 东湖 | 06-0208:00 | 28.04 | 0.01 | 珠江 | 广东 | 洋边河 | 茅垌 | 06-0208:00 | 27.43 | 0.03 | 珠江 | 广东 | 儒洞河 | 陂底 | 06-0208:00 | 37.27 | 0.06 | 南渡江 | 海南 | 南渡江 | 松涛水库 （南丰） | 06-0208:00 | 182.95 | -0.16 | 万泉河 | 海南 | 万泉河 | 牛路岭水库 | 06-0208:00 | 94.27 | -0.27 | 太阳河 | 海南 | 太阳河 | 万宁水库 (大坝） | 06-0208:00 | 20.64 | -0.04 | 藤桥河 | 海南 | 藤桥西河 | 赤田水库 | 06-0208:00 | 20.26 | -0.02 | 三亚河 | 海南 | 三亚河 | 福万水库 | 06-02 08:00 | 124.41 | -0.07
2026-06-02,2026-06-02,2026-06-02 18:06:03,3,2288,33307,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_003.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_003.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_003.txt,兰亚河 | 海南 | 三亚河 | 半岭水库 | 06-0208:00 | 47.49 | -0.02 | 三亚河 | 海南 | 三亚河 | 水源池水库 | 06-0208:00 | 37.31 | -0.13 | 宁远河 | 海南 | 宁远河 | 抱古水库 | 06-0208:00 | 45.97 | 0.01 | 宁远河 | 海南 | 宁远河 | 大隆水库 | 06-02 08:00 | 53.87 | 0.01 | 望楼河 | 海南 | 望楼河 | 长茅水库 | 06-0208:00 | 152.4 | -0.03 | 望楼河 | 海南 | 望楼河 | 石门水库 | 06-0208:00 | 41.3 | 0.11 | 罗带河 | 海南 | 罗带河 | 高坡岭水库 | 06-0208:00 | 27.66 | 0.04 | 昌化江 | 海南 | 昌化江 | 大广坝水库 | 06-0208:00 | 124.34 | -0.02 | 昌化江 | 海南 | 石碌河 | 石碌水库 | 06-0208:00 | 120.6 | -0.04 | 浙闽台河流 | 浙江 | 剡江 | 亭下水库 | 06-02 08:00 | 66.38 | -0.07 | 淮河 | 山东 | 北沙河 | 马河水库 | 06-0208:00 | 106.88 | 淮河 | 山东 | 西加河 | 周村水库 | 06-02 08:00 | 122.45 | -0.02 | 淮河 | 河南 | 汝河 | 宿鸭湖 | 06-0208:00 | 52.84 | 0.01 | 内陆河 | 甘肃 | 大堵马河 | 瓦房城水库 | 06-02 08:00 | 2383.78 | -0.2 | 海河 | 河北 | 滏阳河 | 东武仕水库（坝上） | 06-0208:00 | 106.4 | -0.06 | 海河 | 河南 | 石门河 | 石门水库 | 06-02 08:00 | 300 | -0.25 | 海河 | 河南 | 沧河 | 塔岗 | 06-0208:00 | 174.13 | -0.01 | 海河 | 河南 | 安阳河 | 彰武 | 06-02 08:00 | 128.17 | -0.02 | 黄河 | 青海 | 大南川河 | 大南川 | 06-0208:00 | 2620.51 | -0.05 | 松花江流域 | 吉林 | 松花江吉林段 | 白山 | 06-0208:00 | 404.77 | -0.04 | 黑龙江流域 | 黑龙江 | 嫩江 | 尼尔基坝上 | 06-02 08:00 | 211.3 | -0.04 | 黑龙江流域 | 内蒙古 | 洮儿河 | 察尔森上 | 06-02 08:00 | 355.63 | -0.08 | 嫩江 | 吉林 | 洮儿河 | 月亮湖 | 06-0208:00 | 130.58 | 辽河 | 吉林 | 东辽河 | 二龙山 | 06-0208:00 | 219.44 | -0.05 | 辽河 | 辽宁 | 柴河 | 柴河水库 | 06-0208:00 | 103.46 | -0.04
2026-06-02,2026-06-02,2026-06-02 18:06:03,4,3051,32484,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_004.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_004.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_004.txt,辽河 | 辽宁 | 清河 | 清河水库 | 06-0208:00 | 124.74 | -0.02 | 辽河 | 辽宁 | 柳河 | 闹德海 | 06-0208:00 | 168.1 | -1.18 | 辽河 | 辽宁 | 浑河 | 大伙房水库 | 06-02 08:00 | 121.72 | 0.02 | 辽河 | 辽宁 | 太子河 | 观音阁水库 | 06-0208:00 | 245.42 | -0.17 | 辽河 | 辽宁 | 太子河 | 窝水库 | 06-0208:00 | 83.63 | 0.17 | 海河流域 | 海委 | 滦河 | 潘家口 | 06-0208:00 | 218.61 | -0.06 | 海河流域 | 海委 | 滦河 | 大黑汀 | 06-02 08:00 | 132.2 | -0.14 | 海河 | 河北 | 青龙河 | 桃林口水库 | 06-0208:00 | 135.04 | 0.01 | 海河 | 河北 | 白洋淀 | 新安 | 06-02 08:00 | 6.87 | -0.03 | 海河 | 河北 | 白洋淀 | 端村 | 06-0208:00 | 6.95 | 海河 | 河北 | 白洋淀 | 王家寨 | 07-1008:00 | 7.25 | -0.01 | 海河 | 北京 | 白河 | 密云白河坝上 | 06-0208:00 | 151.16 | -0.04 | 海河 | 北京 | 永定河 | 官厅水库 | 06-02 08:00 | 475.38 | -0.05 | 海河 | 河北 | 白洋淀 | 十方院（白）（堰上） | 06-0208:00 | 8.26 | -0.02 | 海河 | 河北 | 滹沱河 | 岗南水库（坝上） | 06-02 08:00 | 195.02 | -0.05 | 海河 | 河北 | 滹沱河 | 黄壁庄水库(坝上） | 06-0208:00 | 111.47 | 0.04 | 海河流域 | 海委 | 漳河 | 岳城水库 (坝上) | 06-02 08:00 | 141.49 | 0.14 | 黄河 | 河南 | 黄河 | 小浪底水库 | 06-0208:00 | 260.72 | -0.03 | 淮河 | 安徽 | 淠东干渠 | 安丰塘 | 06-0208:00 | 29.39 | 0.03 | 淮河 | 河南 | 浉河 | 南湾 | 06-0208:00 | 98.82 | -0.05 | 淮河 | 河南 | 汝河 | 板桥 | 06-0208:00 | 110.73 | -0.04 | 淮河 | 河南 | 灌河 | 鲇鱼山 | 06-02 08:00 | 102.23 | -0.03 | 淮河 | 河南 | 沙河 | 昭平台 | 06-0208:00 | 168.13 | -0.06 | 淮河 | 河南 | 沙河 | 白山 | 06-0208:00 | 100.88 | -0.08 | 淮河 | 江苏 | 洪泽湖 | 洪泽湖 | 06-02 08:00 | 13.31 | 0.02
2026-06-02,2026-06-02,2026-06-02 18:06:03,5,3813,31627,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_005.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_005.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_005.txt,淮河 | 江苏 | 骆马湖 | 骆马湖水库 | 06-0208:00 | 23.08 | -0.01 | 淮河 | 江苏 | 新术河 | 石梁河水库 | 06-02 08:00 | 24.01 | -0.01 | 长江 | 湖北 | 长江 | 三峡 | 06-0208:00 | 153.09 | -0.94 | 长江 | 湖北 | 南河 | 寺坪 | 06-02 08:00 | 308.07 | -0.04 | 长江 | 湖北 | 粉青河 | 马桥 | 06-0208:00 | 483.01 | -0.53 | 长江 | 湖北 | 黑清河 | 黑清河 | 06-02 08:00 | 81.07 | -0.01 | 长江 | 湖南 | 资水 | 柘溪 | 06-0208:00 | 154.67 | -0.49 | 长江 | 湖南 | 沅水 | 五强溪 | 06-0208:00 | 96.17 | 0.24 | 长江 | 湖南 | 酉水 | 凤滩 | 06-0208:00 | 200.09 | -2.48 | 长江 | 湖南 | 溇水 | 江坪 | 06-0208:00 | 220.93 | 0.48 | 长江 | 湖北 | 富水 | 富水 | 06-0208:00 | 51.73 | -0.16 | 长江 | 湖北 | 浠水 | 白莲河 | 06-02 08:00 | 99.11 | -0.09 | 长江 | 湖北 | 陆水 | 陆水水库 | 06-0208:00 | 50.9 | -0.35 | 长江 | 陕西 | 汉江 | 石泉 | 06-02 08:00 | 407.13 | -1.13 | 长江 | 陕西 | 汉江 | 安康库 | 06-0208:00 | 320.29 | -0.41 | 长江 | 湖北 | 汉江 | 丹江口水库 | 06-0208:00 | 161.83 | 长江流域 | 江西 | 赣江 | 万安水库 | 06-0208:00 | 87.85 | 0.06 | 长江流域 | 江西 | 抚河 | 廖坊 | 06-02 08:00 | 60.88 | 0.01 | 长江 | 江西 | 修河 | 柘林 | 06-0208:00 | 60.94 | 0.04 | 内陆 | 青海 | 巴音河 | 黑石山 | 06-0208:00 | 3015.75 | 内陆河 | 青海 | 雪水河 | 温泉 | 06-02 08:00 | 3953.4 | -0.03 | 内陆河 | 甘肃 | 疏勒河 | 双塔堡水库 | (坝上) | 06-0208:00 | 1330.25 | -0.01 | 内陆河 | 甘肃 | 党河 | 党河水库 (坝上） | 06-0208:00 | 1430.39 | -0.08 | 内陆河 | 甘肃 | 马营河 | 李桥水库 (坝上) | 06-0108:00 | 2172.97 | -0.38 | 内陆河 | 甘肃 | 洪水河 | 双树寺水库 | 06-0208:00 | 2473.1 | -0.35
2026-06-02,2026-06-02,2026-06-02 18:06:03,6,4576,30822,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_006.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_006.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_006.txt,84 | 00:8050-90 |  |  | 草非 | 回 | 0.0- | 05 | 00:8050-90 |  | 回 |  |  | 103- | 11202 | 00:8020-90 |  |  | 卓非 | 回 | 50.0 | 16 | 00:8050-90 |  | 蘋 |  |  | 60'0 | 51 | 00.8000-90 | ） | 回 | 非 | 典 | 10.0 | 20.00 | 00:8020-90 |  | 罢 |  |  | 10100 | 008000-90 |  | 景 | 卓非 | 回 | L0.0 | 1660 | 00:8020-90 |  | 景 |  |  | 11100 | 00.8000-90 |  |  | 草非 | 回集 | 一 | : | 505 | 00:8000-90 |  | 紧 |  | 回 | 10.0- | 580 | 00:8000-90 |  |  | 卓非 |  | L0.0 | 522 | 00:8050-90 |  |  |  |  | 200 | S23 | 00:8000-90 |  | IICJI | 卓非 | 回 | 20.0 | 11100 | 00:8050-90 |  |  |  |  | 20.0 | 50.60 | 00:8000-90 |  | 女 | 卓非 | 回 | 310- | 20565 | 008050-90 | 日 | 盈 |  | 回 | 0.0- | 12020 | 00:8000-90 |  | 图 |  | 原 | 90.0 | 200 | 00:8050-90 |  | 日 | 整 |  | 100- | 00 | 00:8020-90 |  | 日 |  | 原 | 10 | 50.00 | 00:8050-90 |  |  | 意 | 蛋 | L0°0- | 5000 | 00:8000-90 |  | 屏 |  | 原 | 810- | 88252 | 008020-90 |  |  | 意 |  | 0 | 10 | 00:8000-90 |  | 工 |  | 工 | 20.0 | 220105 | 00:8020-90 | （） |  | 塑 | 
2026-06-02,2026-06-02,2026-06-02 18:06:03,7,5338,29982,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_007.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_007.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_007.txt,海河 | 山西 | 桑干河 | 册田 | 06-0208:00 | 953.01 | -0.04 | 海河 | 北京 | 清水河 | 斋堂水库 | 06-0208:00 | 448.85 | -0.14 | 海河 | 河北 | 中易水 | 安格庄水库 | 06-0208:00 | 155.09 | -0.12 | 海河 | 河北 | 北易水 | 旺隆 | 06-02 08:00 | 128.61 | -0.35 | 海河 | 河北 | 马头沟 | 马头 | 06-0208:00 | 138.77 | 海河 | 河北 | 垒子河 | 西累子 | 06-0208:00 | 60.61 | 0.01 | 海河 | 北京 | 刺猬河 | 崇青水库 | 06-0208:00 | 63.5 | 海河 | 河北 | 磁河 | 横山岭水库 (坝上） | 06-0208:00 | 228.11 | 0.02 | 海河 | 河北 | 沙河 | 王快水库 | 06-0208:00 | 193.42 | 0.04 | 海河 | 河北 | 郜河 | 口头水库 | 06-0208:00 | 199.2 | 海河 | 河北 | 唐河 | 西大洋水库 | 06-0208:00 | 133.81 | 0.01 | 海河 | 河北 | 界河 | 龙潭 | 06-0208:00 | 439.12 | 0.03 | 海河 | 河北 | 漕河 | 龙门水库 | 06-0208:00 | 119.63 | -0.04 | 海河 | 河北 | 沙河 | 野沟门水库 | 06-02 08:00 | 373.25 | 1.05 | 海河 | 河北 | 沙河 | 朱庄水库 | 06-0208:00 | 237.63 | -0.02 | 海河 | 河北 | 泜河 | 临城水库 | 06-02 08:00 | 118.45 | 0.01 | 海河 | 山西 | 松溪河 | 郭庄 | 06-0208:00 | 929.54 | 海河 | 天津 | 团泊洼 | 团泊洼水库 | 06-01 08:00 | 1.6 | 海河 | 河南 | 卫河 | 宝泉 | 06-0208:00 | 257.45 | 0.05 | 海河 | 河南 | 沧河 | 狮豹头 | 06-02 08:00 | 296.88 | 0.14 | 海河 | 河南 | 浙河 | 弓上 | 06-1008:00 | 482.12 | -0.73 | 海河 | 河南 | 汤河 | 汤河 | 06-02 08:00 | 112.14 | -0.01 | 海河 | 河南 | 通河 | 琵琶寺 | 06-0208:00 | 113.89 | 0.03 | 海河 | 河南 | 安阳河 | 小南海 | 06-0208:00 | 163.61 | -0.11 | 海河 | 河南 | 粉红江 | 双泉 | 06-0208:00 | 139.99 | -0.28
2026-06-02,2026-06-02,2026-06-02 18:06:03,8,6101,29142,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_008.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_008.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_008.txt,海河 | 河南 | 露水河 | 南谷洞 | 06-0208:00 | 525.46 | 0.05 | 海河 | 山西 | 浊漳河南源 | 漳泽水库 | 06-0208:00 | 900.06 | 0.02 | 海河 | 山西 | 浊漳河北源 | 关河水库 | 06-0208:00 | 987.7 | -0.12 | 海河 | 山西 | 清漳西源 | 石匣 | 06-0208:00 | 1140.43 | 0.03 | 黄河 | 青海 | 黄河 | 龙羊峡 | 06-0208:00 | 2582 | 0.07 | 黄河 | 甘肃 | 黄河 | 刘家峡水库 | 06-0208:00 | 1725.75 | 0.04 | 黄河 | 宁夏 | 黄河 | 青铜峡水库 | 06-0208:00 | 1155.99 | -0.01 | 黄河 | 山西 | 黄河 | 万家寨上 | 06-0208:00 | 974.62 | 0.27 | 黄河 | 山西 | 黄河 | 天桥上 | 06-0108:00 | 832 | 黄河 | 河南 | 黄河 | 史家滩 | 06-0208:00 | 317.75 | -0.21 | 黄河 | 青海 | 巴燕河 | 东大滩 | 06-02 08:00 | 2979.86 | -0.14 | 黄河 | 陕西 | 杏子河 | 王瑶 | 06-0208:00 | 1179.18 | -0.02 | 黄河 | 陕西 | 西芦河 | 猪头山 | 06-02 08:00 | 1425.25 | 黄河 | 陕西 | 芦河 | 河口庙 | 06-0208:00 | 1146.9 | 黄河 | 陕西 | 榆溪河 | 尤家卵 | 06-0208:00 | 1094.05 | 0.02 | 黄河 | 陕西 | 居水 | 薛峰 | 06-0208:00 | 604.34 | -0.24 | 黄河 | 河南 | 宏农涧河 | 窄口 | 06-0208:00 | 636.79 | 黄河 | 山西 | 汾河 | 汾河水库 | 06-0208:00 | 1121.68 | 0.02 | 黄河 | 山西 | 文峪河 | 文峪河水库 | 06-02 08:00 | 831.9 | -0.17 | 黄河 | 陕西 | 千河 | 冯家山 | 06-0208:00 | 708.12 | -0.05 | 黄河 | 陕西 | 漆水河 | 羊毛湾 | 06-02 08:00 | 637.22 | -0.18 | 黄河 | 陕西 | 黑河 | 金盆 | 06-0208:00 | 592.35 | -0.13 | 黄河 | 陕西 | 石砭峪 | 石砭峪 | 06-0208:00 | 723.79 | -0.32 | 黄河 | 陕西 | 沮河 | 桃曲坡 | 06-0208:00 | 787.85 | 黄河 | 陕西 | 沈河 | 沈河 | 06-0208:00 | 401.38
2026-06-02,2026-06-02,2026-06-02 18:06:03,9,6863,28284,820,output_mwr_ocr/2026-06-02/screens/2026-06-02_20260602_180603_screen_009.png,output_mwr_ocr/2026-06-02/ocr_json/2026-06-02_20260602_180603_screen_009.json,output_mwr_ocr/2026-06-02/ocr_txt/2026-06-02_20260602_180603_screen_009.txt,黄河 | 河南 | 枯河 | 唐岗 | 06-0208:00 | 116.53 | -0.0 | 黄河 | 河南 | 漭河 | 白墙 | 06-0208:00 | 125.19 | 黄河 | 山东 | 东平湖 | 东平湖老湖 | 06-0208:00 | 41.33 | -0.01 | 黄河 | 山东 | 瀛汶河 | 雪野水库 | 06-0208:00 | 232.15 | -0.08 | 黄河 | 山东 | 石汶河 | 黄前水库 | 06-0208:00 | 136.74 | -0.02 | 黄河 | 山东 | 大汶河南支 | 东周水库 | 06-0208:00 | 227.12 | 黄河 | 山东 | 光明河 | 光明水库 | 06-0208:00 | 87.4 | 黄河 | 河南 | 伊河 | 陆浑坝上 | 06-0208:00 | 316.8 | -0.04 | 黄河 | 河南 | 焦家川 | 青沟 | 06-0208:00 | 607.83 | 0.03 | 黄河 | 河南 | 刘涧河 | 陶花店 | 06-0208:00 | 131.02 | -0.01 | 黄河 | 河南 | 洛河 | 故县水库 | 06-02 08:00 | 523.11 | -0.19 | 黄河 | 河南 | 甘水河 | 范店 | 06-0208:00 | 326.22 | 黄河 | 陕西 | 南洛河 | 李村 | 06-0208:00 | 1034.19 | 黄河 | 河南 | 陈宅河 | 寺河 | 06-02 08:00 | 401.21 | -0.06 | 黄河 | 河南 | 丹河 | 青天河 | 06-0208:00 | 352.68 | -0.05 | 淮河 | 山东 | 淄河 | 太河水库 | 06-02 08:00 | 231.24 | -0.03 | 淮河 | 山东 | 弥河 | 冶源水库 | 06-0208:00 | 135.05 | -0.02 | 淮河 | 山东 | 白浪河 | 白浪河水库 | 06-02 08:00 | 56.45 | -0.03 | 淮河 | 山东 | 潍河 | 墙齐水库（西库） | 06-0208:00 | 97.88 | -0.01 | 淮河 | 山东 | 汶河 | 高崖水库 | 06-0208:00 | 152.06 | -0.01 | 淮河 | 山东 | 大沽河 | 产芝水库 | 06-0208:00 | 71.79 | -0.02 | 淮河 | 山东 | 猪洞河 | 尹府水库 | 06-02 08:00 | 78.28 | -0.01 | 淮河 | 山东 | 白沙河 | 崂山水库 | 06-0208:00 | 46.92 | -0.06 | 淮河 | 山东 | 清洋河 | 门楼水库 | 06-0208:00 | 27.06 | -0.25 | 淮河 | 山东 | 东母猪河 | 郭格庄水库 | 06-0208:00 | 80.66 | -0.02
